publication_year,topic,publication_count
2024,African Botany and Ecology Studies,2
2024,African cultural and philosophical studies,2
2024,Agricultural risk and resilience,2
2024,Aldose Reductase and Taurine,2
2024,Algal biology and biofuel production,2
2024,Aluminum Alloy Microstructure Properties,2
2024,American Constitutional Law and Politics,2
2024,Amino Acid Enzymes and Metabolism,2
2024,Animal Behavior and Welfare Studies,2
2024,Animal Genetics and Reproduction,2
2024,Antimicrobial agents and applications,2
2024,"Anxiety, Depression, Psychometrics, Treatment, Cognitive Processes",2
2024,Arctic and Antarctic ice dynamics,2
2024,Artificial Intelligence in Games,2
2024,Asthma and respiratory diseases,2
2024,Astro and Planetary Science,2
2024,Atomic and Subatomic Physics Research,2
2024,"Auditing, Earnings Management, Governance",2
2024,Autopsy Techniques and Outcomes,2
2024,Bacterial Genetics and Biotechnology,2
2024,"Balance, Gait, and Falls Prevention",2
2024,Bayesian Methods and Mixture Models,2
2024,Bayesian Modeling and Causal Inference,2
2024,Behavioral and Psychological Studies,2
2024,Berberine and alkaloids research,2
2024,Biochemical Acid Research Studies,2
2024,Biochemical and Structural Characterization,2
2024,Biochemical and biochemical processes,2
2024,Biocrusts and Microbial Ecology,2
2024,Bioeconomy and Sustainability Development,2
2024,Biomarkers in Disease Mechanisms,2
2024,Biotechnology and Related Fields,2
2024,Bipolar Disorder and Treatment,2
2024,Blood groups and transfusion,2
2024,Blood properties and coagulation,2
2024,Boron Compounds in Chemistry,2
2024,"Botany, Ecology, and Taxonomy Studies",2
2024,Botulinum Toxin and Related Neurological Disorders,2
2024,Brain Metastases and Treatment,2
2024,Breast Implant and Reconstruction,2
2024,Business Strategies and Management Research,2
2024,COVID-19 Pandemic Impacts,2
2024,Calcium signaling and nucleotide metabolism,2
2024,Cancer therapeutics and mechanisms,2
2024,Cardiac Ischemia and Reperfusion,2
2024,Cardiac tumors and thrombi,2
2024,Cardiovascular Conditions and Treatments,2
2024,Cavitation Phenomena in Pumps,2
2024,Central Venous Catheters and Hemodialysis,2
2024,Cerebral Venous Sinus Thrombosis,2
2024,Chaos control and synchronization,2
2024,Chemokine receptors and signaling,2
2024,Child Abuse and Trauma,2
2024,Child Nutrition and Feeding Issues,2
2024,Child and Adolescent Health,2
2024,Classical Antiquity Studies,2
2024,Clay minerals and soil interactions,2
2024,Climate Change Communication and Perception,2
2024,"Climate Change, Adaptation, Migration",2
2024,Cloud Data Security Solutions,2
2024,"Coagulation, Bradykinin, Polyphosphates, and Angioedema",2
2024,Coconut Research and Applications,2
2024,Cognitive Abilities and Testing,2
2024,Cognitive and developmental aspects of mathematical skills,2
2024,Collaboration in agile enterprises,2
2024,Combustion and Detonation Processes,2
2024,Combustion and flame dynamics,2
2024,Community Health and Development,2
2024,Complement system in diseases,2
2024,Complex Systems and Time Series Analysis,2
2024,Composite Material Mechanics,2
2024,Composite Structure Analysis and Optimization,2
2024,Composting and Vermicomposting Techniques,2
2024,"Computability, Logic, AI Algorithms",2
2024,Congenital Diaphragmatic Hernia Studies,2
2024,Congenital heart defects research,2
2024,Connective tissue disorders research,2
2024,Constraint Satisfaction and Optimization,2
2024,Consumer Packaging Perceptions and Trends,2
2024,Consumer Retail Behavior Studies,2
2024,Contemporary Sociological Theory and Practice,2
2024,Counseling Practices and Supervision,2
2024,Crop Yield and Soil Fertility,2
2024,Cryospheric studies and observations,2
2024,Crystallization and Solubility Studies,2
2024,Crystallography and molecular interactions,2
2024,Cultural Differences and Values,2
2024,Cultural Industries and Urban Development,2
2024,Customer churn and segmentation,2
2024,Cutaneous lymphoproliferative disorders research,2
2024,Cyclopropane Reaction Mechanisms,2
2024,Cystic Fibrosis Research Advances,2
2024,Cytokine Signaling Pathways and Interactions,2
2024,Data Visualization and Analytics,2
2024,Decision-Making and Behavioral Economics,2
2024,Dental Research and COVID-19,2
2024,Dermatological and Skeletal Disorders,2
2024,Dermatology and Skin Diseases,2
2024,Diabetes Management and Education,2
2024,Diagnosis and Treatment of Venous Diseases,2
2024,Diagnosis and treatment of tuberculosis,2
2024,Diamond and Carbon-based Materials Research,2
2024,Differential Equations and Boundary Problems,2
2024,Digital Economy and Work Transformation,2
2024,Digital Education and Society,2
2024,Digital Games and Media,2
2024,Digital Holography and Microscopy,2
2024,Disaster Management and Resilience,2
2024,Discourse Analysis in Language Studies,2
2024,Distributed and Parallel Computing Systems,2
2024,Drug-Induced Adverse Reactions,2
2024,Drug-Induced Hepatotoxicity and Protection,2
2024,Dyeing and Modifying Textile Fibers,2
2024,Dynamics and Control of Mechanical Systems,2
2024,E-Learning and COVID-19,2
2024,Economic Growth and Development,2
2024,Economic Theory and Policy,2
2024,Economic and Environmental Valuation,2
2024,Economic and Financial Impacts of Cancer,2
2024,Economic and Technological Innovation,2
2024,Education Systems and Policies,2
2024,"Education, Achievement, and Giftedness",2
2024,Educational Curriculum and Learning Methods,2
2024,Educational and Psychological Assessments,2
2024,Elasticity and Material Modeling,2
2024,Elasticity and Wave Propagation,2
2024,Electrohydrodynamics and Fluid Dynamics,2
2024,Elevator Systems and Control,2
2024,Embodied and Extended Cognition,2
2024,Energy Efficiency and Management,2
2024,Enzyme Catalysis and Immobilization,2
2024,Eosinophilic Disorders and Syndromes,2
2024,Eosinophilic Esophagitis,2
2024,Escherichia coli research studies,2
2024,Esophageal and GI Pathology,2
2024,Ethnobotanical and Medicinal Plants Studies,2
2024,Exercise and Physiological Responses,2
2024,Fashion and Cultural Textiles,2
2024,Fiscal Policy and Economic Growth,2
2024,Flame retardant materials and properties,2
2024,Food Safety and Hygiene,2
2024,Food composition and properties,2
2024,Force Microscopy Techniques and Applications,2
2024,Forest Management and Policy,2
2024,GDF15 and Related Biomarkers,2
2024,Galectins and Cancer Biology,2
2024,Gallbladder and Bile Duct Disorders,2
2024,Gambling Behavior and Treatments,2
2024,Gaussian Processes and Bayesian Inference,2
2024,Gender and Technology in Education,2
2024,Geothermal Energy Systems and Applications,2
2024,Gestational Diabetes Research and Management,2
2024,Global Financial Crisis and Policies,2
2024,Global Health and Surgery,2
2024,Greenhouse Technology and Climate Control,2
2024,"HIV, Drug Use, Sexual Risk",2
2024,HIV-related health complications and treatments,2
2024,Head and Neck Surgical Oncology,2
2024,Health Education and Validation,2
2024,Health Sciences Research and Education,2
2024,Health and Medical Research Impacts,2
2024,Healthcare Systems and Public Health,2
2024,Hearing Loss and Rehabilitation,2
2024,"Hearing, Cochlea, Tinnitus, Genetics",2
2024,Hedgehog Signaling Pathway Studies,2
2024,Hemophilia Treatment and Research,2
2024,Heparin-Induced Thrombocytopenia and Thrombosis,2
2024,Herpesvirus Infections and Treatments,2
2024,High Temperature Alloys and Creep,2
2024,Higher Education Learning Practices,2
2024,Housing Market and Economics,2
2024,Human Resource and Talent Management,2
2024,Human-Animal Interaction Studies,2
2024,Hydrology and Drought Analysis,2
2024,ICT Impact and Policies,2
2024,Image and Object Detection Techniques,2
2024,Impact of Light on Environment and Health,2
2024,Impact of Technology on Adolescents,2
2024,"Income, Poverty, and Inequality",2
2024,Indoor Air Quality and Microbial Exposure,2
2024,Industrial Automation and Control Systems,2
2024,Infant Development and Preterm Care,2
2024,Infection Control and Ventilation,2
2024,Information Systems Theories and Implementation,2
2024,Inhalation and Respiratory Drug Delivery,2
2024,Innovative Energy Harvesting Technologies,2
2024,Insect Utilization and Effects,2
2024,Integrated Circuits and Semiconductor Failure Analysis,2
2024,Interdisciplinary Research and Collaboration,2
2024,International Law and Human Rights,2
2024,IoT Networks and Protocols,2
2024,Irrigation Practices and Water Management,2
2024,Isotope Analysis in Ecology,2
2024,Knowledge Management and Sharing,2
2024,Kruppel-like factors research,2
2024,"Language, Communication, and Linguistic Studies",2
2024,Laser-Matter Interactions and Applications,2
2024,Legal Cases and Commentary,2
2024,Legal principles and applications,2
2024,Lepidoptera: Biology and Taxonomy,2
2024,Lipid Membrane Structure and Behavior,2
2024,Lipid metabolism and biosynthesis,2
2024,Liver physiology and pathology,2
2024,Lymphatic System and Diseases,2
2024,Lysosomal Storage Disorders Research,2
2024,Magnetic Properties and Applications,2
2024,Marine Biology and Ecology Research,2
2024,Marine Bivalve and Aquaculture Studies,2
2024,Material Properties and Applications,2
2024,Maternal Mental Health During Pregnancy and Postpartum,2
2024,Maternal and Perinatal Health Interventions,2
2024,"Mathematics, Computing, and Information Processing",2
2024,Meat and Animal Product Quality,2
2024,Mechanical Behavior of Composites,2
2024,Medical Coding and Health Information,2
2024,Medical Imaging Techniques and Applications,2
2024,Medical and Biological Ozone Research,2
2024,Melamine detection and toxicity,2
2024,Metal and Thin Film Mechanics,2
2024,Metal complexes synthesis and properties,2
2024,Metallurgical Processes and Thermodynamics,2
2024,Methodology and Impact of Social Science Research,2
2024,Microbial Inactivation Methods,2
2024,Microbial bioremediation and biosurfactants,2
2024,Microencapsulation and Drying Processes,2
2024,Microfinance and Financial Inclusion,2
2024,Microwave Dielectric Ceramics Synthesis,2
2024,"Migration, Health and Trauma",2
2024,Mineral Processing and Grinding,2
2024,Model-Driven Software Engineering Techniques,2
2024,Moringa oleifera research and applications,2
2024,Multi-Criteria Decision Making,2
2024,Mycotoxins in Agriculture and Food,2
2024,Nanofabrication and Lithography Techniques,2
2024,Neonatal and Maternal Infections,2
2024,Neurobiology of Language and Bilingualism,2
2024,Neurological Disease Mechanisms and Treatments,2
2024,Neurological Disorders and Treatments,2
2024,Neurotransmitter Receptor Influence on Behavior,2
2024,Nosocomial Infections in ICU,2
2024,Obsessive-Compulsive Spectrum Disorders,2
2024,Obstructive Sleep Apnea Research,2
2024,Ocean Waves and Remote Sensing,2
2024,Oceanographic and Atmospheric Processes,2
2024,Odor and Emission Control Technologies,2
2024,Oil and Gas Production Techniques,2
2024,Opioid Use Disorder Treatment,2
2024,Oral Health Pathology and Treatment,2
2024,Organoboron and organosilicon chemistry,2
2024,Organometallic Complex Synthesis and Catalysis,2
2024,Oxidative Organic Chemistry Reactions,2
2024,Pain Management and Opioid Use,2
2024,Palliative Care and End-of-Life Issues,2
2024,Particle physics theoretical and experimental studies,2
2024,Per- and polyfluoroalkyl substances research,2
2024,Peripheral Neuropathies and Disorders,2
2024,Pharmaceutical Economics and Policy,2
2024,Pharmaceutical Practices and Patient Outcomes,2
2024,Pharmaceutical Quality and Counterfeiting,2
2024,Pharmaceutical industry and healthcare,2
2024,Pharmacogenetics and Drug Metabolism,2
2024,Pharmacological Effects and Toxicity Studies,2
2024,Philosophy and Theoretical Science,2
2024,Phosphorus and nutrient management,2
2024,Photonic Crystals and Applications,2
2024,Photopolymerization techniques and applications,2
2024,Physiological and biochemical adaptations,2
2024,Phytochemical compounds biological activities,2
2024,Pickering emulsions and particle stabilization,2
2024,Planetary Science and Exploration,2
2024,Plant Growth Enhancement Techniques,2
2024,Plant Pathogenic Bacteria Studies,2
2024,Plant Taxonomy and Phylogenetics,2
2024,Plant and Biological Electrophysiology Studies,2
2024,Plant nutrient uptake and metabolism,2
2024,Plant-Derived Bioactive Compounds,2
2024,Pneumocystis jirovecii pneumonia detection and treatment,2
2024,Policy Transfer and Learning,2
2024,Political and Economic history of UK and US,2
2024,Polyamine Metabolism and Applications,2
2024,Polymer Surface Interaction Studies,2
2024,Polyomavirus and related diseases,2
2024,Postcolonial and Cultural Literary Studies,2
2024,Potassium and Related Disorders,2
2024,Power System Reliability and Maintenance,2
2024,Pregnancy and Medication Impact,2
2024,Primary Care and Health Outcomes,2
2024,Probability and Risk Models,2
2024,Protein purification and stability,2
2024,Public Administration and Political Analysis,2
2024,Public Policy and Administration Research,2
2024,Quantum optics and atomic interactions,2
2024,Quantum-Dot Cellular Automata,2
2024,"Rabbits: Nutrition, Reproduction, Health",2
2024,Radiation Detection and Scintillator Technologies,2
2024,Radiation Therapy and Dosimetry,2
2024,Rangeland Management and Livestock Ecology,2
2024,Rare-earth and actinide compounds,2
2024,Recycled Aggregate Concrete Performance,2
2024,Recycling and utilization of industrial and municipal waste in materials production,2
2024,Reliability and Agreement in Measurement,2
2024,"Religion, Ecology, and Ethics",2
2024,"Religion, Society, and Development",2
2024,Religious Education and Schools,2
2024,Respiratory and Cough-Related Research,2
2024,Retinoids in leukemia and cellular processes,2
2024,Retinopathy of Prematurity Studies,2
2024,"Retirement, Disability, and Employment",2
2024,Rock Mechanics and Modeling,2
2024,Salmonella and Campylobacter epidemiology,2
2024,Sarcoidosis and Beryllium Toxicity Research,2
2024,Sarcoma Diagnosis and Treatment,2
2024,Scheduling and Optimization Algorithms,2
2024,Schizophrenia research and treatment,2
2024,School Leadership and Teacher Performance,2
2024,Scientific Measurement and Uncertainty Evaluation,2
2024,Seismology and Earthquake Studies,2
2024,Selenium in Biological Systems,2
2024,Seventeenth-Century Political and Philosophical Thought,2
2024,Shoulder Injury and Treatment,2
2024,Signaling Pathways in Disease,2
2024,Simulation Techniques and Applications,2
2024,Simulation-Based Education in Healthcare,2
2024,Skin and Cellular Biology Research,2
2024,Sleep and related disorders,2
2024,Smart Materials for Construction,2
2024,Social Science and Policy Research,2
2024,Software Engineering Techniques and Practices,2
2024,Software Reliability and Analysis Research,2
2024,Space Science and Extraterrestrial Life,2
2024,Speech and dialogue systems,2
2024,Spinal Cord Injury Research,2
2024,Spine and Intervertebral Disc Pathology,2
2024,Sports and Physical Education Research,2
2024,Statistical Methods and Inference,2
2024,Statistics Education and Methodologies,2
2024,"Stellar, planetary, and galactic studies",2
2024,Stochastic processes and financial applications,2
2024,Stroke Rehabilitation and Recovery,2
2024,Structural Engineering and Vibration Analysis,2
2024,Structural Health Monitoring Techniques,2
2024,Surface Chemistry and Catalysis,2
2024,Sustainable Industrial Ecology,2
2024,Synthesis and Biological Evaluation,2
2024,Synthetic Organic Chemistry Methods,2
2024,TGF-β signaling in diseases,2
2024,Teacher Education and Leadership Studies,2
2024,Technostress in Professional Settings,2
2024,Temporomandibular Joint Disorders,2
2024,Text and Document Classification Technologies,2
2024,Theology and Philosophy of Evil,2
2024,Thermoregulation and physiological responses,2
2024,Thyroid Cancer Diagnosis and Treatment,2
2024,Thyroid Disorders and Treatments,2
2024,Transcranial Magnetic Stimulation Studies,2
2024,Transgenic Plants and Applications,2
2024,Transportation and Mobility Innovations,2
2024,Tribology and Wear Analysis,2
2024,Ultrasound and Hyperthermia Applications,2
2024,Urban Agriculture and Sustainability,2
2024,Urinary Bladder and Prostate Research,2
2024,Vascular Malformations Diagnosis and Treatment,2
2024,Vehicle emissions and performance,2
2024,Vibration and Dynamic Analysis,2
2024,Virology and Viral Diseases,2
2024,Virtual Reality Applications and Impacts,2
2024,Vitamin D Research Studies,2
2024,Voice and Speech Disorders,2
2024,Wastewater Treatment and Nitrogen Removal,2
2024,Water Quality and Pollution Assessment,2
2024,Water Systems and Optimization,2
2024,Weed Control and Herbicide Applications,2
2024,Welding Techniques and Residual Stresses,2
2024,Wildlife Ecology and Conservation,2
2024,Wind Energy Research and Development,2
2024,World Systems and Global Transformations,2
2024,"Yersinia bacterium, plague, ectoparasites research",2
2024,nanoparticles nucleation surface interactions,2
2024,stochastic dynamics and bifurcation,2
2024,14-3-3 protein interactions,1
2024,Academic and Historical Perspectives in Psychology,1
2024,Access Control and Trust,1
2024,Acupuncture Treatment Research Studies,1
2024,"Adsorption, diffusion, and thermodynamic properties of materials",1
2024,Advanced Algorithms and Applications,1
2024,Advanced Biosensing Techniques and Applications,1
2024,Advanced Chemical Physics Studies,1
2024,Advanced Clustering Algorithms Research,1
2024,Advanced Combinatorial Mathematics,1
2024,Advanced Computing and Algorithms,1
2024,Advanced Differential Geometry Research,1
2024,Advanced Machining and Optimization Techniques,1
2024,Advanced Materials Characterization Techniques,1
2024,Advanced Mathematical Physics Problems,1
2024,Advanced Mathematical Theories,1
2024,Advanced Measurement and Detection Methods,1
2024,Advanced Physical and Chemical Molecular Interactions,1
2024,Advanced Statistical Methods and Models,1
2024,Advanced Statistical Modeling Techniques,1
2024,Advanced Statistical Process Monitoring,1
2024,Advanced Technology in Applications,1
2024,Advanced Welding Techniques Analysis,1
2024,Advanced Wireless Network Optimization,1
2024,Advancements in Photolithography Techniques,1
2024,Aeolian processes and effects,1
2024,Aerospace Engineering and Energy Systems,1
2024,African Education and Politics,1
2024,Aging and Gerontology Research,1
2024,Agricultural Development and Policies,1
2024,Agricultural pest management studies,1
2024,Agriculture and Biological Studies,1
2024,"Agriculture, Land Use, Rural Development",1
2024,"Agriculture, Soil, Plant Science",1
2024,"Agriculture, Water, and Health",1
2024,Algebraic structures and combinatorial models,1
2024,Allergic Rhinitis and Sensitization,1
2024,American and British Literature Analysis,1
2024,Analytical Methods in Pharmaceuticals,1
2024,Ancient Mediterranean Archaeology and History,1
2024,Animal Behavior and Reproduction,1
2024,Animal Diversity and Health Studies,1
2024,Animal Ecology and Behavior Studies,1
2024,Animal testing and alternatives,1
2024,Anorectal Disease Treatments and Outcomes,1
2024,"Antioxidants, Aging, Portulaca oleracea",1
2024,Appendicitis Diagnosis and Management,1
2024,Archaeological Research and Protection,1
2024,Archaeology and Historical Studies,1
2024,Architecture and Computational Design,1
2024,"Art, Technology, and Culture",1
2024,Artificial Intelligence Applications,1
2024,Artificial Intelligence in Education,1
2024,Asian Culture and Media Studies,1
2024,Asphalt Pavement Performance Evaluation,1
2024,Assistive Technology in Communication and Mobility,1
2024,Athletic Training and Education,1
2024,Atmospheric aerosols and clouds,1
2024,Atomic and Molecular Physics,1
2024,Australian History and Society,1
2024,Australian Indigenous Culture and History,1
2024,Autoimmune Neurological Disorders and Treatments,1
2024,Automated Road and Building Extraction,1
2024,Avian ecology and behavior,1
2024,Axial and Atropisomeric Chirality Synthesis,1
2024,Axon Guidance and Neuronal Signaling,1
2024,Bacillus and Francisella bacterial research,1
2024,Bacterial Infections and Vaccines,1
2024,Bamboo properties and applications,1
2024,Banana Cultivation and Research,1
2024,"Bangladesh Politics, Society, and Development",1
2024,"Banking stability, regulation, efficiency",1
2024,Bauxite Residue and Utilization,1
2024,Bee Products Chemical Analysis,1
2024,Beetle Biology and Toxicology Studies,1
2024,Benford’s Law and Fraud Detection,1
2024,Biblical Studies and Interpretation,1
2024,Big Data and Digital Economy,1
2024,Bioactive Compounds and Antitumor Agents,1
2024,Biochemical and Molecular Research,1
2024,Biometric Identification and Security,1
2024,Biotin and Related Studies,1
2024,Bird parasitology and diseases,1
2024,Blind Source Separation Techniques,1
2024,Body Contouring and Surgery,1
2024,Body Image and Dysmorphia Studies,1
2024,Boron and Carbon Nanomaterials Research,1
2024,Botanical Research and Chemistry,1
2024,Botany and Plant Ecology Studies,1
2024,Brazilian Legal Issues,1
2024,Breastfeeding Practices and Influences,1
2024,Burn Injury Management and Outcomes,1
2024,Business Strategy and Innovation,1
2024,Business and Economic Development,1
2024,Byzantine Studies and History,1
2024,CNS Lymphoma Diagnosis and Treatment,1
2024,COVID-19 Impact on Reproduction,1
2024,COVID-19 impact on air quality,1
2024,Calcium Carbonate Crystallization and Inhibition,1
2024,Cancer and Skin Lesions,1
2024,Cannabis and Cannabinoid Research,1
2024,Cardiovascular Health and Disease Prevention,1
2024,Cardiovascular Syncope and Autonomic Disorders,1
2024,Cardiovascular and Diving-Related Complications,1
2024,Case Reports on Hematomas,1
2024,Cassava research and cyanide,1
2024,Catalytic Cross-Coupling Reactions,1
2024,"Categorization, perception, and language",1
2024,Celiac Disease Research and Management,1
2024,Cellular transport and secretion,1
2024,Census and Population Estimation,1
2024,Cephalopods and Marine Biology,1
2024,Cerebrovascular and genetic disorders,1
2024,Cervical and Thoracic Myelopathy,1
2024,"Chaos, Complexity, and Education",1
2024,Chaos-based Image/Signal Encryption,1
2024,Chemical Reaction Mechanisms,1
2024,Chemical Safety and Risk Management,1
2024,Chemical and Environmental Engineering Research,1
2024,Chemical and Physical Properties in Aqueous Solutions,1
2024,Chemical synthesis and alkaloids,1
2024,Child Abuse and Related Trauma,1
2024,Child Development and Digital Technology,1
2024,Children's Physical and Motor Development,1
2024,China's Socioeconomic Reforms and Governance,1
2024,Cholesterol and Lipid Metabolism,1
2024,Chromatin Remodeling and Cancer,1
2024,Chromatography in Natural Products,1
2024,Chromium effects and bioremediation,1
2024,Classical Philosophy and Thought,1
2024,Classical Studies and Legal History,1
2024,Climate Change and Geoengineering,1
2024,Coaching Methods and Impact,1
2024,Coal Combustion and Slurry Processing,1
2024,Coastal and Marine Dynamics,1
2024,Cognitive Functions and Memory,1
2024,Cognitive and psychological constructs research,1
2024,Collagen: Extraction and Characterization,1
2024,Color Science and Applications,1
2024,Communication in Education and Healthcare,1
2024,Community Development and Social Impact,1
2024,Community-based Tourism Development and Sustainability,1
2024,Complementary and Alternative Medicine Studies,1
2024,Complex Systems and Decision Making,1
2024,Computational Fluid Dynamics and Aerodynamics,1
2024,Concrete Properties and Behavior,1
2024,Conferences and Exhibitions Management,1
2024,Conflict of Laws and Jurisdiction,1
2024,Constructed Wetlands for Wastewater Treatment,1
2024,Construction Project Management and Performance,1
2024,Contact Mechanics and Variational Inequalities,1
2024,Contemporary and Historical Greek Studies,1
2024,Cooperative Communication and Network Coding,1
2024,Copper Interconnects and Reliability,1
2024,Corneal Surgery and Treatments,1
2024,Corneal surgery and disorders,1
2024,Corporate Identity and Reputation,1
2024,Critical Theory and Philosophy,1
2024,Critical Theory and Political Philosophy,1
2024,Critical and Liberation Pedagogy,1
2024,Cryptographic Implementations and Security,1
2024,Cuban History and Society,1
2024,"Cultural, Media, and Literary Studies",1
2024,Cybercrime and Law Enforcement Studies,1
2024,Cyclone Separators and Fluid Dynamics,1
2024,Cytomegalovirus and herpesvirus research,1
2024,Data Analysis and Archiving,1
2024,Data-Driven Disease Surveillance,1
2024,Death Anxiety and Social Exclusion,1
2024,Demographic Trends and Gender Preferences,1
2024,Dental Implant Techniques and Outcomes,1
2024,Dermatological and COVID-19 studies,1
2024,Diatoms and Algae Research,1
2024,Dielectric properties of ceramics,1
2024,Digital Communication and Language,1
2024,Digital Imaging in Medicine,1
2024,Digital Media and Philosophy,1
2024,Digital Platforms and Economics,1
2024,Digital Radiography and Breast Imaging,1
2024,Digital and Cyber Forensics,1
2024,Digitalization and Economic Development in Agriculture,1
2024,Direction-of-Arrival Estimation Techniques,1
2024,Disability Rights and Representation,1
2024,Discrimination and Equality Law,1
2024,Distributed Sensor Networks and Detection Algorithms,1
2024,Distributed systems and fault tolerance,1
2024,Diverse Approaches in Healthcare and Education Studies,1
2024,Diverse Aspects of Tourism Research,1
2024,Diverse Educational Innovations Studies,1
2024,Diverse Industrial Engineering Technologies,1
2024,Diverse Scientific Research Studies,1
2024,Diversity and Career in Medicine,1
2024,Diversity and Impact of Dance,1
2024,Drilling and Well Engineering,1
2024,Dysphagia Assessment and Management,1
2024,E-Government and Public Services,1
2024,Early Childhood Education and Development,1
2024,Early Modern Spanish Literature,1
2024,Earth Systems and Cosmic Evolution,1
2024,Economic Development and Digital Transformation,1
2024,Economic and Technological Developments in Russia,1
2024,Education Methods and Practices,1
2024,Education Methods and Technologies,1
2024,Education Pedagogy and Practices,1
2024,Education Practices and Challenges,1
2024,Education Systems and Policy,1
2024,Education and Character Development,1
2024,Education and Digital Technologies,1
2024,Education and Teacher Training,1
2024,Education and Technology Integration,1
2024,Education and Vocational Training,1
2024,Educational Assessment and Improvement,1
2024,Educational Innovations and Challenges,1
2024,Educational Innovations and Technology,1
2024,Educational Leadership and Innovation,1
2024,Educational Leadership and Practices,1
2024,Educational Methods and Outcomes,1
2024,Educational Systems and Policies,1
2024,Educational Technology and Assessment,1
2024,Educational Technology and E-Learning,1
2024,Eicosanoids and Hypertension Pharmacology,1
2024,Elder Abuse and Neglect,1
2024,Electric Power System Optimization,1
2024,Electrical Contact Performance and Analysis,1
2024,Electromagnetic Compatibility and Measurements,1
2024,Electron Spin Resonance Studies,1
2024,Electrostatic Discharge in Electronics,1
2024,Electrowetting and Microfluidic Technologies,1
2024,Embedded Systems and FPGA Design,1
2024,Emergency and Acute Care Studies,1
2024,Empathy and Medical Education,1
2024,Energetic Materials and Combustion,1
2024,Engineering Diagnostics and Reliability,1
2024,Engineering Education and Pedagogy,1
2024,Engineering Structural Analysis Methods,1
2024,Enterobacteriaceae and Cronobacter Research,1
2024,Environmental Chemistry and Analysis,1
2024,Environmental DNA in Biodiversity Studies,1
2024,Environmental Justice and Health Disparities,1
2024,Environmental Quality and Pollution,1
2024,Environmental Science and Technology,1
2024,Environmental and Analytical Chemistry Studies,1
2024,Environmental and Social Impact Assessments,1
2024,Environmental law and policy,1
2024,Enzyme Production and Characterization,1
2024,"Epistemology, Ethics, and Metaphysics",1
2024,European Cultural and National Identity,1
2024,European Socioeconomic and Political Studies,1
2024,European and International Law Studies,1
2024,European history and politics,1
2024,Evacuation and Crowd Dynamics,1
2024,Evolutionary Game Theory and Cooperation,1
2024,Experimental Behavioral Economics Studies,1
2024,Expert finding and Q&A systems,1
2024,Extremum Seeking Control Systems,1
2024,Facial Nerve Paralysis Treatment and Research,1
2024,Family Business Performance and Succession,1
2024,Family Caregiving in Mental Illness,1
2024,Family Dynamics and Relationships,1
2024,Fatigue and fracture mechanics,1
2024,Fermentation and Sensory Analysis,1
2024,Ferrocene Chemistry and Applications,1
2024,Fire Detection and Safety Systems,1
2024,Firm Innovation and Growth,1
2024,Fish Biology and Ecology Studies,1
2024,Flow Experience in Various Fields,1
2024,Flowering Plant Growth and Cultivation,1
2024,Fluid Dynamics and Heat Transfer,1
2024,Fluid Dynamics and Mixing,1
2024,Fluid Dynamics and Vibration Analysis,1
2024,Fluorine in Organic Chemistry,1
2024,Focus Groups and Qualitative Methods,1
2024,Food Allergy and Anaphylaxis Research,1
2024,Food Industry and Aquatic Biology,1
2024,Forensic and Genetic Research,1
2024,Frequency Control in Power Systems,1
2024,Freshwater macroinvertebrate diversity and ecology,1
2024,Fullerene Chemistry and Applications,1
2024,Fungal Biology and Applications,1
2024,Fusion and Plasma Physics Studies,1
2024,Fuzzy Logic and Control Systems,1
2024,GaN-based semiconductor devices and materials,1
2024,Game Theory and Applications,1
2024,Gastroesophageal reflux and treatments,1
2024,Gastrointestinal Tumor Research and Treatment,1
2024,Gaze Tracking and Assistive Technology,1
2024,Gender Roles and Identity Studies,1
2024,Gender Studies in Language,1
2024,"Gender, Feminism, and Media",1
2024,"Gender, Labor, and Family Dynamics",1
2024,Genetic and Clinical Aspects of Sex Determination and Chromosomal Abnormalities,1
2024,Genetic and Kidney Cyst Diseases,1
2024,Geochemistry and Elemental Analysis,1
2024,Geodetic Measurements and Engineering Structures,1
2024,Geographic Information Systems Studies,1
2024,Geographies of human-animal interactions,1
2024,Geophysical Methods and Applications,1
2024,Geophysics and Gravity Measurements,1
2024,Geotechnical and Geomechanical Engineering,1
2024,Geriatric Care and Nursing Homes,1
2024,German Security and Defense Policies,1
2024,German Social Sciences and History,1
2024,Ginseng Biological Effects and Applications,1
2024,Glaucoma and retinal disorders,1
2024,Global Education Systems and Policies,1
2024,Global Educational Policies and Reforms,1
2024,Global Educational Reforms and Inequalities,1
2024,Global Health Workforce Issues,1
2024,Global Maritime and Colonial Histories,1
2024,Global Peace and Security Dynamics,1
2024,Global Trade and Competitiveness,1
2024,Granular flow and fluidized beds,1
2024,Graph Theory and Algorithms,1
2024,"Graphite, nuclear technology, radiation studies",1
2024,"Grief, Bereavement, and Mental Health",1
2024,Groundwater flow and contamination studies,1
2024,Growth and nutrition in plants,1
2024,HIV Research and Treatment,1
2024,HIV/AIDS Impact and Responses,1
2024,HVDC Systems and Fault Protection,1
2024,Hand Gesture Recognition Systems,1
2024,Health Literacy and Information Accessibility,1
2024,Health and Conflict Studies,1
2024,Health and Medical Studies,1
2024,Health and Wellbeing Research,1
2024,Healthcare Facilities Design and Sustainability,1
2024,Healthcare Policy and Management,1
2024,Healthcare Systems and Technology,1
2024,Hearing Impairment and Communication,1
